RELATÓRIO DE VAGAS - JOINVILLE/SC
Período: 01/06/2026 a 29/06/2026
Gerado em: 29/06/2026 13:44
Total de vagas: 225
Administrativo: 9; | Operacional: 105; | Técnico: 6; | Geral: 105


🔴 ÚLTIMOS 7 DIAS - 49 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;13:15;Local De Trabalho;Escolaridade não exigida;Joinville/SC;Centro;R$ 2.750,00;;;;;(47) 99680-0136;;Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville - das 12h às 18h ou pelo app da Carteira de Trabalho Digita;06 meses de experiênciaEscolaridade não exigida BENEFÍCIOS:Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville ;Organizar e preparar o local de trabalho na obraConstruir fundações e estruturas de alvenariaAplicar revestimentos e contrapisos REQUISITOS:06 meses de experiênciaEscolaridade não exigida BENEFÍCIOS:Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar,;;;https://t.me/c/1191506085/171368;Empregos Joinville e Região;VAGA: PEDREIRO 9078474 Local de trabalho: Joinville – Paranaguamirim Salário: R$ 2.750,00 Horário: 07h30 às 17h30 (segunda a quinta) e até 16h30 (sexta-feira) ATIVIDADES:Organizar e preparar o local de trabalho na obraConstruir fundações e estruturas de alvenariaAplicar revestimentos e contrapisos REQUISITOS:06 meses de experiênciaEscolaridade não exigida BENEFÍCIOS:Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville - das 12h às 18h ou pelo app da Carteira de Trabalho Digital: Maleta Objetivos Profissionais cadastre-se para se candidatar. PARA RECEBER DIARIAMENTE A LISTA DE VAGAS:https://chat.whatsapp.com/BXCJFQNwuhp8Co6I2JeXv9 WHATSAPP: (47) 99680-0136
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/171365;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;11:42;Vaga De Emprego De;;Joinville/SC;;;;;;;(48) 996712842;;;;;;;https://t.me/c/1191506085/171346;Empregos Joinville e Região;Vaga de emprego de 4 HS por dia auxiliar de limpeza segunda a sexta feira parte da manhã contato 48996712842
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;21:25;Oportunidade De Emprego;equipe Sodexo na unidade Whirlpool;Joinville/SC;Distrito Industrial;;;;;;(47) 98815-1024;;;;;;;https://t.me/c/1191506085/171270;Empregos Joinville e Região;OPORTUNIDADE DE EMPREGO!Faça parte da equipe Sodexo na unidade Whirlpool! Oficial de Serviços Gerais Turnos disponíveis:* 07h00 as 16h48 Escala 5x2(seg. a sex.) Rua Dona Francisca, 7200 – Distrito Industrial Interessados chamar no WhatsApp:(47) 98815-1024
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;21:25;Vaga Para Vendedor;;Joinville/SC;;R$ 3.000,00;- Segunda a sexta-feira, 07h42 às 12h00 e 13h30 às 18h00;;;;(46) 99131-6468;;;;;;;https://t.me/c/1191506085/171257;Empregos Joinville e Região;✅ Vaga para Vendedor(a) Externo em distribuidora do setor moveleiro em Joinville e regiãoRemuneração:+ R$ 3.000,00 Salário fixo.+ Comissões sobre vendas.*+ R$ 400,00 Vale-alimentação.+ Veículo fornecido pela empresa.+ Celular corporativo.+ Despesas de alimentação custeadas pela empresa.*Regras e valores serão apresentados na entrevista final.Horário:- Segunda a sexta-feira, 07h42 às 12h00 e 13h30 às 18h00. + informações no WhatsApp da ROCK JOBS (46) 99131-6468
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;14:17;Oportunidade De Emprego;equipe Sodexo na unidade Whirlpool;Joinville/SC;Distrito Industrial;;;;;;(47) 98815-1024;;;;;;;https://t.me/c/1191506085/171254;Empregos Joinville e Região;OPORTUNIDADE DE EMPREGO!Faça parte da equipe Sodexo na unidade Whirlpool! Oficial de Serviços Gerais Turnos disponíveis:* 07h00 as 16h48 Escala 5x2(seg. a sex.) Rua Dona Francisca, 7200 – Distrito Industrial Interessados chamar no WhatsApp:(47) 98815-1024
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:13;Disponível Na Aérea Operacional Em Transportadora;em vivência em Transportadoras;Joinville/SC;São Marcos;;;;Médio Completo;atendimento@lumilogistics.com.br;;;;Ensino Médio CompletoNoções Básica de InformáticaSalário a Combinar.Interessados enviar CV com pretensão salarial para o email: atendimento@lumilogistics.com.br ou WhatsApp 047 9 8890 1119 (A/c Bruna);Principais: Emissão de Cte, Manifesto, Ciot, Monitoramento de Cargas, Contratação de Terceiros, Cadastros, Liberação na Seguradora, Programação de Coletas.Desejável:Experiência em vivência em TransportadorasRequisitos:Ensino Médio CompletoNoções Básica de InformáticaSalário a Combinar.Interessados enviar CV com pretensão salarial para o email: atendimento@lumilogistics.com.br ou WhatsApp 047 9 889;em vivência em TransportadorasRequisitos:Ensino Médio CompletoNoções Básica de InformáticaSalário a Combinar.Interessados enviar CV com pretensão salarial para o email: atendimento@lumilogistics.com.b;;https://t.me/c/1191506085/171225;Empregos Joinville e Região;Vaga Disponível na aérea Operacional em Transportadora.Transportadora no Bairro São Marcos em Joinville/SCFunções Principais: Emissão de Cte, Manifesto, Ciot, Monitoramento de Cargas, Contratação de Terceiros, Cadastros, Liberação na Seguradora, Programação de Coletas.Desejável:Experiência em vivência em TransportadorasRequisitos:Ensino Médio CompletoNoções Básica de InformáticaSalário a Combinar.Interessados enviar CV com pretensão salarial para o email: atendimento@lumilogistics.com.br ou WhatsApp 047 9 8890 1119 (A/c Bruna)
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:13;Vaga Horário Das;;Joinville/SC;Boa Vista;;;;;;(47) 9681-4701;;;;;;;https://t.me/c/1191506085/171220;Empregos Joinville e Região;VAGA HORÁRIO DAS 18h ás 22hBAIRRO BOA VISTA - VAGA PARA QUEM ESTÁ CURSANDO *EDUCAÇÃO FÍSICA*PARA MAIS INFORMAÇÕES ENTRAR EM CONTATO47 9681-4701 - ANA KELY
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:13;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171216;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:13;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/171215;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:13;Oportunidades Emprego Britânia;Trazer curriculum impresso;Joinville/SC;Pirabeiraba;;;;;;;;;;;;;https://t.me/c/1191506085/171207;Empregos Joinville e Região;*OPORTUNIDADES EMPREGO BRITÂNIA 1° EMPREGO*Oportunidades em aberto para OPERADOR DE DEPÓSITOVocê que busca seu 1º Emprego, venha fazer parte do Time Britânia Eletrodomésticos Data: 15/06/2026 Horário: Das 13:30:00 às 17hRua Dona Francisca, numero 12340, Pirabeiraba – Joinville/SCTrazer curriculum impressoLink para caso de dúvidas (não agendamento) https://w.app/britaniaeletro
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:13;Nossas Vagas São;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171206;Empregos Joinville e Região;Atenção, nossas vagas são para Joinville Sc, não fornecemos alojamento.
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:13;Vaga Aberta;"erviços Gerais

A Casa de Repouso Amparus";Joinville/SC;Costa e Silva;;;;;;(47) 99732-1834;;;;"• Limpeza e organização dos ambientes;• Higienização de quartos, banheiros e áreas comuns; Interessados devem entrar em contato pelo WhatsApp: (47) 99732-1834.";;;https://t.me/c/1191506085/171203;Empregos Joinville e Região;"Vaga Aberta – Auxiliar de Limpeza / Serviços GeraisA Casa de Repouso Amparus está contratando profissional para atuar na área de Limpeza e Serviços Gerais. Local: Costa e Silva – Joinville/SC Horário: Segunda a sexta-feira, das 7h às 16h30Atividades:• Limpeza e organização dos ambientes;• Higienização de quartos, banheiros e áreas comuns; Interessados devem entrar em contato pelo WhatsApp: (47) 99732-1834."
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:13;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171199;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:13;Oportunidade De Emprego;equipe Sodexo na unidade Whirlpool;Joinville/SC;Distrito Industrial;;;;;;(47) 98815-1024;;;;;;;https://t.me/c/1191506085/171197;Empregos Joinville e Região;*OPORTUNIDADE DE EMPREGO!*Faça parte da equipe Sodexo na unidade Whirlpool!Oficial de Cozinha Turnos disponíveis:13h30 às 21h50 Escala 6x1(seg. a sex. + finais de semana alternados) Rua Dona Francisca, 7200 – Distrito Industrial Interessados chamar no WhatsApp:(47) 98815-1024
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:11;Vaga De Trabalho Operadora;"Vaga de trabalho 
Operadora de caixa";Joinville/SC;Floresta;;;;;;47 9696-1630;;;;;;;https://t.me/c/1191506085/171181;Empregos Joinville e Região;Vaga de trabalho Operadora de caixa Frentista Lavador de carro Bairro floresta +55 47 9696-1630 Maiara Posto M
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:11;Panificadora Delary Contrata;Panificadora Delary;Joinville/SC;;;;;;;(47) 988460413;;;;;;;https://t.me/c/1191506085/171168;Empregos Joinville e Região;Panificadora Delary contrata auxiliar de serviços gerais Contato 47 988460413
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:11;Estamos Contratando Para;Estamos;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171159;Empregos Joinville e Região;Estamos Contratando para inicio imediato, temos alguns beneficios que passamos quando entrar em contato. Entre em contato pelo whats da imagem.
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:11;Park Perinivaga;na Produção;Joinville/SC;;;;;Fundamental Completo;;;;;Experiência na ProduçãoEnsino Fundamental Completo✔Horário: 06:00 - 16:00 | Seg - Sex‍♂Vagas masculinas de acordo com o artigo 390• Vale Transporte• Alimentação na empresa• Vale alimentação• Bônus por Metas• Planos de Saúde e Odontológico• Convênios com farmácia☑Agendar: https://tinyurl.com/EMPLOYER;;na ProduçãoEnsino Fundamental Completo✔Horário: 06:00 - 16:00 | Seg - Sex‍♂Vagas masculinas de acordo com o artigo 390• Vale Transporte• Alimentação na empresa• Vale alimentação• Bônus por Metas• Plan;;https://t.me/c/1191506085/171140;Empregos Joinville e Região;Joinville - Park PeriniVAGA: EMBALADOR✔Requisitos: Experiência na ProduçãoEnsino Fundamental Completo✔Horário: 06:00 - 16:00 | Seg - Sex‍♂Vagas masculinas de acordo com o artigo 390• Vale Transporte• Alimentação na empresa• Vale alimentação• Bônus por Metas• Planos de Saúde e Odontológico• Convênios com farmácia☑Agendar: https://tinyurl.com/EMPLOYER12
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:11;Vaga Nova;;Joinville/SC;;;;CLT;;;(46) 99131-6468;;;;;;;https://t.me/c/1191506085/171126;Empregos Joinville e Região;✅ Vaga nova: Vendedor(a) ExternoCLT | 44h semanais | Segunda a sexta Representando Distribuidora em Joinville SC + informações no WhatsApp da ROCK JOBS (46) 99131-6468As vagas podem ser preenchidas ou sofrer alterações a qualquer momento#vagas #oportunidades #trabalho #joinville #santacatarina #sc #rockjobs
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:11;Oportunidade De Estágio;na área educacional;Joinville/SC;;;;Estágio;;;47 99208-6145;;;;;na área educacional, essa oportunidade é pra você! * Candidate-se pelo Portal* : somosinpulso.com.br Código da Vaga: 31494* Informações:* 47 99208-6145;;https://t.me/c/1191506085/171122;Empregos Joinville e Região;✨ *OPORTUNIDADE DE ESTÁGIO – PEDAGOGIA / LETRAS* ✨Se você gosta de ensinar, tem facilidade para se comunicar e deseja desenvolver experiência na área educacional, essa oportunidade é pra você! * Candidate-se pelo Portal* : somosinpulso.com.br Código da Vaga: 31494* Informações:* 47 99208-6145
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:11;Estamos Contratando Para;Estamos;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171113;Empregos Joinville e Região;Estamos Contratando para inicio imediato, temos alguns beneficios que passamos quando entrar em contato. Entre em contato pelo whats da imagem.
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:11;Operador De Loja;Agricopel está contratando;Joinville/SC;Atiradores;R$525,00.;segundo turno: 14:00h as 22:20h;;Médio Completo;;(47) 99738-8601;;;ensino médio completo.Somos mercado e conveniência Ponto Mime, localizado no bairro Atiradores.Trabalhamos aos finais de semana com escala.Aos interessados enviar um curriculum watzzap (47) 99738-8601 falar com Daniele / atenção ao entrar em contato ja envie seu currículum para facilitar o atendimen;;;;https://t.me/c/1191506085/171104;Empregos Joinville e Região;Empresa Agricopel está contratando.Vaga operador de loja.Vaga operacional.Horário segundo turno: 14:00h as 22:20h.Vaga feminina.Salário compatível com comércio $ Oferecemos cartão alimentação R$525,00.Necessário ensino médio completo.Somos mercado e conveniência Ponto Mime, localizado no bairro Atiradores.Trabalhamos aos finais de semana com escala.Aos interessados enviar um curriculum watzzap (47) 99738-8601 falar com Daniele / atenção ao entrar em contato ja envie seu currículum para facilitar o atendimento.#Temos #Vaga #Emprego #Comércio #Operador #Loja
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:11;De Latoeiro Automotivo Com Experiência;Entrar em contato quem realmente tenha interesse;Joinville/SC;;;de trabalho de segunda a sexta das 8:00 as 12:00 das 13:12 a;;;;(47) 3427-0835;;;;;;;https://t.me/c/1191506085/171096;Empregos Joinville e Região;Vaga de LATOEIRO automotivo com experiência. Entrar em contato quem realmente tenha interesse. Horário de trabalho de segunda a sexta das 8:00 as 12:00 das 13:12 as 18:00.Sábados não trabalhamos.WhatsApp (47) 3427-0835
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;15/06/2026;12:11;Laboratorista Têxtilprincipais Atividades;;Joinville/SC;Zona Industrial Norte;R$300,00;;;Médio Completo;;;;;"- Ensino Médio Completo;- Experiência mínima de 6 meses na área;- Desejável estar cursando Técnico ou Graduação em Química ou área Têxtil;- Desejável conhecimento em informática básica. O que oferecemos:- Prêmio Assiduidade de R$300,00;- Plano de saúde Unimed;- Restaurante na empresa;- Vale transpor";"- Desenvolvimento de cores;- Preparar soluções de corantes e produtos auxiliares;- Cadastrar e aprovar receitas em sistema;- Realizar análises químicas em fios, malhas e similares;- Calibrar equipamentos laboratoriais;- Organizar amostras e resultados de testes;- Manter o ambiente conforme padrão 5S e normas de segurança. Requisitos:- Ensino Médio Completo;- Experiência mínima de 6 meses na área;-";"mínima de 6 meses na área;- Desejável estar cursando Técnico ou Graduação em Química ou área Têxtil;- Desejável conhecimento em informática básica. O que oferecemos:- Prêmio Assiduidade de R$300,00;- ";;https://t.me/c/1191506085/171094;Empregos Joinville e Região;"Vaga: Laboratorista TêxtilPrincipais atividades:- Desenvolvimento de cores;- Preparar soluções de corantes e produtos auxiliares;- Cadastrar e aprovar receitas em sistema;- Realizar análises químicas em fios, malhas e similares;- Calibrar equipamentos laboratoriais;- Organizar amostras e resultados de testes;- Manter o ambiente conforme padrão 5S e normas de segurança. Requisitos:- Ensino Médio Completo;- Experiência mínima de 6 meses na área;- Desejável estar cursando Técnico ou Graduação em Química ou área Têxtil;- Desejável conhecimento em informática básica. O que oferecemos:- Prêmio Assiduidade de R$300,00;- Plano de saúde Unimed;- Restaurante na empresa;- Vale transporte;- Auxílio educação;- Seguro de vida;- Convênio Farmácia;- TotalPass;- Estacionamento. Endereço:Rua Dorothóvio do Nascimento, 2500 – Zona Industrial Norte, Joinville/SC."
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;15/06/2026;12:01;Estamos Contratando Prestadores;Estamos;Joinville/SC;;;;;;;47 9722-0417;;;;;;;https://t.me/c/1191506085/171091;Empregos Joinville e Região;Estamos contratando prestadores de serviços na área doméstica, interessados enviar mensagem 47 9722-0417

🟡 ÚLTIMOS 30 DIAS - 121 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;12/06/2026;16:35;Pedreirocarpinteiro Servente De;"Pedreiro
Carpinteiro 
Servente de obras";Joinville/SC;;;;;;;4799971-7839;;;;;;;https://t.me/c/1191506085/171087;Empregos Joinville e Região;Precisa-se:PedreiroCarpinteiro Servente de obrasEntrar em contato no 4799971-7839
